,Unamed,Places,latitude,longitude,Lieux
181,237,Deûle,50.5723181,2.9712412,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2010_05"" target=""_blank"">Aménagement, paysage urbain et perception de l’eau. La Deûle à Lille (1858-1921).</a></i>"
182,239,Dieppe,49.9246182,1.0791444,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1881_02"" target=""_blank"">Le Coutumier de la vicomté de Dieppe</a></i>"
183,240,Digne,44.0918144,6.2351431,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1910_14"" target=""_blank"">Essai historique sur le Chapitre cathédral de Digne et sur Pierre Gassendi, chanoine et prévôt (1177-1790)</a></i>"
184,241,Dijon,47.3215806,5.0414701,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1859_05"" target=""_blank"">Des origines de la commune de Dijon</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1938_11"" target=""_blank"">Les origines de la commune de Dijon</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1958_08"" target=""_blank"">Les finances municipales de Dijon du milieu du XIVe siècle à 1477</a></i>"
185,243,Dol,48.5498295,-1.754257,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1921_12"" target=""_blank"">L’affaire des évêques simoniaques bretons et l’érection de Dol en métropole (848-850)</a></i>"
186,244,Dombes,46.03146665,5.030798745329621,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1856_06"" target=""_blank"">Essai sur les causes de la dépopulation de la Dombes et l’origine de ses étangs</a></i>"
187,246,Donzenac,45.2278169,1.5230255,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1972_23"" target=""_blank"">Quatre paroisses en bas Limousin au XVIIIe siècle : Allassac, Donzenac, Sadroc, Voutezac, étude économique et sociale</a></i>"
188,247,Douai,50.3675677,3.0804641,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1888_02"" target=""_blank"">Étude linguistique à propos des chartes en langue romane de Douai au XIIIe siècle (1203-1275)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1973_19"" target=""_blank"">Pauvreté et assistance dans le district de Douai sous la Révolution (1788-an V)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2005_16"" target=""_blank"">La justice et la paix à Douai à la fin du Moyen Âge</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1981_09"" target=""_blank"">Histoire sociale de la bourgeoisie de Douai de 1280 à 1350</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1887_01"" target=""_blank"">Étude de linguistique à propos des chartes en langue romane de Douai au XIIIe siècle (1203-1275)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1895_05"" target=""_blank"">Histoire de la ville et de la commune de Douai, des origines au XVe siècle</a></i>"
189,248,Doubs,47.06699155,6.235622772820445,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1975_18"" target=""_blank"">Les plus anciennes chartes en langue française conservées dans le département du Doubs (1233-1261)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1994_09"" target=""_blank"">Les plus anciennes chartes en langue française conservées aux archives départementales du Doubs (1260-1271)</a></i>"
190,249,Dourgne,43.4855,2.13617,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2003_23"" target=""_blank"">L’acte occitan dans le comté de Toulouse aux XIIe et XIIIe siècles : le cas des seigneuries de Dourgne et Puylaurens et de Bessières et Buzet. Édition et commentaire.</a></i>"
191,251,Dumoulin,18.2272059,-73.2126181,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1971_16"" target=""_blank"">Étude sur la Consultation de Paris pour la noblesse de Picardie de Dumoulin (1564)</a></i>"
192,252,Dunkerque,51.0347708,2.3772525,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1989_05"" target=""_blank"">Les Francs-maçons, des Lumières à l’Empire : un exemple de sociabilité à Lille, Valenciennes et Dunkerque (1733-1815)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2006_20"" target=""_blank"">L’épreuve de la modernité. Histoire des Ateliers et Chantiers de France, à Dunkerque(1945-1973)</a></i>"
193,260,Egypte,26.2540493,29.2675469,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1999_16"" target=""_blank"">L’abolition des capitulations et la suppression des tribunaux mixtes en Egypte (1937)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2000_10"" target=""_blank"">L’abolition des capitulations et la suppression des tribunaux mixtes en Egypte (1937)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1953_19"" target=""_blank"">Les relations commerciales et politiques de Venise avec l’Egypte aux XIVe et XVe siècles</a></i>"
194,263,Entrecasteaux,43.5143726,6.2432365,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1978_16"" target=""_blank"">L’expédition de d’Entrecasteaux (1791-1794) et son apport scientifique</a></i>"
195,264,Escaut,50.2257369,3.2898685,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1924_14"" target=""_blank"">La diplomatie du comte de Vergennes et la liberté de l’Escaut (1784-1785)</a></i>"
196,265,Escazeaux,43.8361111,1.0233333,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2017_19"" target=""_blank"">Administrer la communauté villageoise en Lomagne à la fin du Moyen Âge. Étude des comptes consulaires d’Escazeaux (1359-1419)</a></i>"
197,266,Espagne,39.3260685,-4.8379791,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1955_01"" target=""_blank"">Le commerce français en Espagne pendant l’ambassade de Vauréal de 1741 à 1746</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1903_13"" target=""_blank"">La politique hors d’Espagne d’Alfonse II, roi d’Aragon (1162-1196), marquis de Provencce</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2005_17"" target=""_blank"">Blenheim, Ramillies, Audenarde. Les défaites françaises de la guerre de Succession d’Espagne (1704-1708)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1968_05"" target=""_blank"">La paix des Pyrénées ; les négociations secrètes entre la France et l’Espagne, de 1653 à 1659</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1988_08"" target=""_blank"">Contribution à l’histoire de l’esclavage en Espagne au siècle d’or : les esclaves devant l’Inquisition</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1907_17"" target=""_blank"">Bernard de la Sauvetat, abbé de Sahagun, archévêque de Tolède (vers 1040-1124), et la réforme clunisienne en Espagne au xie et au xie siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1908_15"" target=""_blank"">Le sieur de Longlée, résident de France à Madrid et les relations officielles de la France et de l’Espagne de 1583 à 1589</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1898_15"" target=""_blank"">La bibliothèque de don Inigo Lopez de Mendoza, marquis de Santillane. Contribution à l’étude de l’érudition en Espagne au XVe siècle</a></i>"
198,268,Etampes,48.4344621,2.1614464,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1929_10"" target=""_blank"">Le bailliage et les institutions royales d’Etampes au début de l’époque moderne (1478-1598)</a></i>"
199,270,Euchaire,48.7675083,6.1292605,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1998_19"" target=""_blank"">Les saints enfants de Baccius en Lientrude : Élophe et Euchaire, Libaire, Menne, Suzanne, Ode et Gontrude. Étude littéraire, historique et iconographique d’un culte de saints lorrains, du IVe siècle à nos jours</a></i>"
200,271,Eure,49.0756358,0.9652025944774796,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2013_17"" target=""_blank"">Suicide et société rurale : la mort volontaire au XVIIIe siècle en Eure et en Eure-et-Loir</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1981_08"" target=""_blank"">Eugène Janvier de la Motte, préfet de l’Eure (1856-1868)</a></i>"
201,272,Eure-Et-Loir,48.4474102,1.3998820185020766,
202,273,Europe,51.0,10.0,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1961_11"" target=""_blank"">Les éditions de Sophocle en Europe occidentale au XVIe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2013_11"" target=""_blank"">Entre Rome et Madrid, un réformateur janséniste dans l’Europe méditerranéenne : correspondances et voyages d'un intermédiaire culturel, l'abbé Jean-Charles Augustin Clément (1754-1771)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2008_23"" target=""_blank"">Le livre d’heures en Italie septentrionale. Diffusion d’un instrument dévotionnel de l’Europe du Nord</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2005_24"" target=""_blank"">Les jeux radiophoniques en France (1944-1974). Étude comparative des radios publiques françaises et de deux stations privées, Radio-Luxembourg et Europe N° 1</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2014_25"" target=""_blank"">À l'entrée du Soleil en Bélier : les prédictions astrologiques annuelles latines dans l'Europe du XVe siècle (1405-1484)</a></i>"
203,274,Evreux,49.0268903,1.1510164,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1921_03"" target=""_blank"">L’abbaye cistercienne de la Noë et l’organisation de son domaine entre Evreux et Conches (1166-1250)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1937_14"" target=""_blank"">Philippe d’Evreux, roi de Navarre (1328-1343)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1967_16"" target=""_blank"">Étude sur les noms de lieu des cantons nord et sud d’Evreux</a></i>"
204,276,Eysses,44.4175003,0.717171,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1987_04"" target=""_blank"">La réalité pénitentiaire perçue au travers de trois maisons centrales (Melun, Poissy, Eysses) durant la première moitié du xixe siècle</a></i>"
205,277,Fachoda,49.1909268,3.5276069,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1989_16"" target=""_blank"">L’opinion française sur l’Angleterre, de Fachoda à la Grande Guerre (1898-1914)</a></i>"
206,278,Faucigny,46.1183,6.3594,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1965_04"" target=""_blank"">Les enquêtes de 1339 en Dauphiné et en Faucigny, intérêt démographique</a></i>"
207,279,Felletin,45.8843751,2.1735208,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1966_14"" target=""_blank"">Le métier de tapissier à Aubusson et à Felletin jusqu’en 1665</a></i>"
208,280,Ferrette,47.4944546,7.3141424,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1951_24"" target=""_blank"">Les comtes de Ferrette et leur seigneurie du début du XIIe siècle à 1324</a></i>"
209,282,Finistère,48.24511525,-4.044090245241742,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1937_11"" target=""_blank"">La formation du département du Finistère</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1981_02"" target=""_blank"">L’enseignement primaire dans le Finistère (1863-1905)</a></i>"
210,283,Flandre,51.0962462,4.178629103169916,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1889_12"" target=""_blank"">Essai sur le régime financier de la Flandre avant l’institution de la Chambre des comptes de Lille</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1858_03"" target=""_blank"">Essai sur l’origine et l’organisation des états provinciaux dans la Flandre wallonne</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1926_07"" target=""_blank"">L’hagiographie dans le marquisat de Flandre et le duché de Basse-Lotharingie au xie siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1950_12"" target=""_blank"">L’économie rurale de la Flandre wallonne au XIVe siècle</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1983_12"" target=""_blank"">Service des vivres et munitionnaires sous l’Ancien Régime : la fourniture du pain de munition aux troupes de Flandre et d’Allemagne de 1701 à 1710</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1994_04"" target=""_blank"">Le pouvoir au féminin. Une princesse en politique et son entourage : Yolande de Flandre, comtesse de Bar et dame de Cassel (1326-1395)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2001_04"" target=""_blank"">Beffrois et hôtels de ville de la fin du Moyen Âge en Flandre française. Les chantiers du pouvoir urbain.</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2014_19"" target=""_blank"">La guerre des glaces : étude des quartiers d’hiver de l’armée de Flandre (octobre 1711-avril 1712)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1900_05"" target=""_blank"">Le droit de gave de Cambrésis, étude de la protection des princes comtes de Flandre sur l’évêché et les églises de Cambrai (1144-1687)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1889_03"" target=""_blank"">Le transport de Flandre. Étude sur la première réunion de la Flandre française à la France (1297-1369)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1923_01"" target=""_blank"">Études critiques sur les chartes des comtes de Flandre pour l’abbaye de Saint-Bertin</a></i>"
211,284,Fleury,50.42199,2.25386,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1975_13"" target=""_blank"">Grammaire et culture profane à Fleury au Xe siècle. Les Quaestiones grammaticales d’Abbon de Fleury</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1905_13"" target=""_blank"">André-Hercules de Fleury, évêque de Fréjus et précepteur de Louis XV (1623-1726)</a></i>"
212,285,Florac,44.3238185,3.5940267,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1964_08"" target=""_blank"">Les protestants de Florac de la révocation de l’Édit de Nantes à l’Édit de tolérance (1685-1787)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1929_18"" target=""_blank"">Les seigneurs de Florac du début du XIIIe à la fin du XIVe siècle</a></i>"
213,286,Floride,27.7567667,-81.4639835,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2000_27"" target=""_blank"">Les expéditions françaises en Floride (1562-1568)</a></i>"
214,287,Fontainebleau,48.4049375,2.7015872,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1962_12"" target=""_blank"">L’administration forestière de la fin de l’Ancien Régime à la réorganisation consulaire, spécialement dans l’arrondissement forestier de Fontainebleau</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1950_02"" target=""_blank"">La vie de cour au château de Fontainebleau sous Louis XIV (1643-1715)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1980_19"" target=""_blank"">Les décors scéniques de l’Académie royale de musique et des théâtres des châteaux de Versailles et de Fontainebleau (1760-1789)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1914_05"" target=""_blank"">Étude sur le régime de la forêt de Fontainebleau au Moyen Âge et jusqu’à la Révolution</a></i>"
215,288,Fontenay,49.5601439,0.1837398,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2002_29"" target=""_blank"">La bibliothèque de l’abbaye cistercienne de Fontenay (Côte-d’Or). Constitution, gestion, dissolution (xiie-xviiie siècle).</a></i>"
216,289,Forcalquier,43.9585575,5.780446,"<br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1924_16"" target=""_blank"">Histoire du comté de Forcalquier (XIIe siècle)</a></i><br/><i>— <a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1935_20"" target=""_blank"">Les frontières des comtés de Provence et de Forcalquier du XIIe siècle à 1481</a></i>"
